session_id,cluster_id
7cb817bd-e45b-44fe-bb9e-6d96d72efbcb,1
10999e3f-46e4-4ee4-a06d-4238fa54b778,1
a53dfdbe-a014-4c34-8e3f-d6dc4e3cd10d,1
bb476d92-7f65-4d4d-aad2-6b84c07c1746,1
43c90949-667f-4764-b3bf-e4d7bcba3eaf,1
316da814-278a-4988-869b-4f0f9c928da1,1
bf008ea7-b41d-427f-b824-6e1e2496a4f9,1
29109367-55aa-4c17-9178-5482a47c0767,0
c0596fd6-77e3-4cf5-85f1-a967c65a28e7,1
fd203586-efaa-4094-a6e0-7b171af0f747,1
3073d069-c21e-4004-b5d1-6eb281638733,1
a9879715-7ac5-43aa-b690-1aa7454baeae,1
96a32e6e-c4e0-4890-9d71-efad7f8c6802,1
cc5d924b-2f9b-45de-9581-01a21df4b50c,1
06afcd87-4393-4b2a-9966-c5de874640ac,1
255a842d-2f56-4235-9284-4816e9d4cec0,1
537b1838-d9bc-4b4b-9169-19b0567c12e9,1
f0330311-24af-4d2c-a7f4-d0982ca1e700,1
83983f5f-efb9-4bff-9bb6-2f5727202e64,1
3b41377f-f575-401b-a051-ff6b833ad2ef,1
aa224cc7-64c8-412b-9d85-1910420ce54f,1
772d65dc-dd37-4dd0-b39b-5b098edae48f,1
07892c61-1167-4885-8958-5301f1281681,1
403339e8-898e-48aa-931d-14fbb14e2f4a,1
d9646a4a-02bb-4543-aa0b-b941e0676b9e,1
8b3d7892-8e11-4b0e-96af-946e22c8d3f5,1
a3a30435-ee0c-4bab-9ab4-65a9163f9bfa,1
89a65921-177c-418a-96ca-e184d25c34b8,1
d642241c-3e5b-4dda-8026-c166b0e6435f,1
1a7d5dce-f22e-4637-98d0-d464187d2f10,1
3cf30ab9-09a3-4a1a-aae3-28370c7d825c,1
c83a4202-4adc-41ce-b971-608250280096,1
b9ed14d7-1869-4fb1-bac5-e58e3cb74ce3,1
003e2a23-7ea8-4f37-93a0-65d7dfa452de,1
cc12bb06-1557-4f08-91a9-2fa1dd44d25a,1
4523da0d-999c-481b-90e3-b0034b5a5f6e,1
69c9a51e-5d63-4027-ae09-4a6d926d2509,1
c52a92d6-892f-4a1d-9e39-a1395247d9ae,1
30ad27f2-e56d-4c1e-9772-c327d61199e2,1
2437eb06-f4c8-437e-8299-4a4c6bf22b27,1
828ccb79-479d-459e-99b8-e77e5b4db462,1
387d7954-315d-4ad7-8059-cb2946901d69,1
4a43e736-7184-4dd3-bfe0-ea0c2b0676d0,1
b2cd3aed-a4cc-4728-bffb-a96ecdbe865b,1
2dea986a-fc8b-4934-a1ef-4b84275a0aae,1
cc90cc45-0f53-4a1c-9b8f-9fa93f211d25,1
29bf3a4b-6592-4e1f-ba9c-a1f88e6c7542,1
718de85b-45b4-44b3-ac08-dc0f3649a3d9,1
f27d5f26-e786-4a42-a300-5afbe3721fc2,1
82c02cf3-b28a-4864-87d7-bb654663f29a,1
eed2ae3c-d9ca-4faa-8b18-de0de4407343,1
c943d71d-3573-4082-8c51-a91d5ccff838,1
daf6a78f-d23c-4660-9583-131aa4f7a66c,1
c928d0ae-7d21-41a2-a789-06203471dcb4,1
845afc8a-9cd9-456f-ab41-d3c9045e6c14,1
788b68ee-fa27-45cb-bb0d-d7d4c53e38e2,1
08e9463e-1bab-4aa4-bb1e-d7c684d2428c,1
80755b6a-a905-4c6e-992b-317b9fa91990,1
806d6847-e4bf-4dfe-9680-c6f5205176ec,1
e9fa01c2-4a65-4bd4-85f2-8f86920772c0,1
19ef9304-b4ea-45a5-b973-c5d568ca816e,1
c8dd2b43-a995-49da-a6f6-54cf72b95d69,1
2c55edce-a9c8-4aa7-90d0-195deadc6512,1
54976595-d371-4845-901b-67e4ba9c3520,1
cf6b7001-f4d8-4774-8e51-e6beb6f4a9b8,1
ff14ea67-1300-4f60-8a2e-40275be27889,1
bb48cc99-3c9b-495b-97cb-afffea523fca,1
0af8d34e-2e4a-4c6f-8ff8-ddf925b3a5a6,1
6715a550-33bb-416c-878c-060195472c41,1
cd9d02a6-f4a0-4bed-b9a1-97dc8fb2fc26,1
5a89e71a-cc5e-4e5e-adac-75b46d5a6653,1
9dab8e9f-86e1-4547-916d-1c6a4c382dc1,1
c03402cd-2261-4eb7-86ce-11cd19127c71,1
